seed,observed_vtvf_capture_20,bootstrap_mean,ci95_low,ci95_high,n_test_records
42,1.0,0.9376061444160555,0.6418042664061229,1.0,119
43,1.0,0.9994441237948092,1.0,1.0,119
44,1.0,0.999671524031524,1.0,1.0,119
